hs12 68039798 68070843 YEATS4
hs1 202031373 202089879 ZC3H11A
hs5 848719 904101 ZDHHC11
hs20 61809834 61837938 ZGPAT
hs16 3391190 3399363 ZNF174
hs2 1771891 2314052 hsa-miR-124a
hs5 161206774 161259543 hsa-miR-129
hs13 35085954 35480953 hsa-miR-187
hs12 52708460 52710874 hsa-miR-196a
hs7 27168581 27171674 hsa-miR-196b
hs8 25757489 25958309 hsa-miR-199a*
hs3 39484073 39542861 hsa-miR-219
hsX 150872251 150893807 hsa-miR-224
hs12 56588855 56768854 hsa-miR-26a
hs3 39484073 39542861 hsa-miR-338
hs11 22603507 22603507 hsa-miR-375
hs19 9646779 9646779 hsa-miR-512-3p
hs10 104603918 104603918 hsa-miR-518f*
hs11 68573027 68573027 hsa-miR-571
hs11 7230074 7230074 hsa-miR-590
hs14 92459197 92471393 hsa-miR-7
