hs19 11000000 11999999 1.0000
hs19 15000000 15999999 1.0000
hs19 34000000 34999999 1.0000
hs19 42000000 42999999 2.0000
hs19 44000000 44999999 1.0000
hs19 49000000 49999999 1.0000
hs19 50000000 50999999 2.0000
hs19 51000000 51999999 8.0000
hs19 53000000 53999999 1.0000
hs19 54000000 54999999 3.0000
hs19 59000000 59999999 1.0000
hs19 62000000 62999999 3.0000
hs19 63000000 63999999 1.0000
hs1 3000000 3999999 2.0000
hs1 8000000 8999999 1.0000
hs1 10000000 10999999 1.0000
hs1 11000000 11999999 1.0000
hs1 19000000 19999999 1.0000
hs1 20000000 20999999 1.0000
hs1 21000000 21999999 3.0000
hs1 24000000 24999999 1.0000
hs1 25000000 25999999 1.0000
hs1 26000000 26999999 1.0000
hs1 32000000 32999999 8.0000
hs1 40000000 40999999 1.0000
hs1 42000000 42999999 2.0000
hs1 46000000 46999999 1.0000
hs1 109000000 109999999 1.0000
hs1 150000000 150999999 1.0000
hs1 153000000 153999999 1.0000
hs1 159000000 159999999 1.0000
hs1 160000000 160999999 1.0000
hs1 200000000 200999999 6.0000
hs1 201000000 201999999 8.0000
hs1 202000000 202999999 14.0000
hs1 203000000 203999999 6.0000
hs1 204000000 204999999 1.0000
hs1 205000000 205999999 1.0000
hs1 208000000 208999999 1.0000
hs1 229000000 229999999 1.0000
hs2 20000000 20999999 1.0000
hs2 95000000 95999999 1.0000
hs2 163000000 163999999 1.0000
hs2 216000000 216999999 1.0000
hs2 219000000 219999999 2.0000
hs2 230000000 230999999 2.0000
hs2 231000000 231999999 1.0000
hs2 238000000 238999999 1.0000
hs8 6000000 6999999 1.0000
hs8 22000000 22999999 2.0000
hs8 27000000 27999999 1.0000
hs8 30000000 30999999 1.0000
hs8 82000000 82999999 2.0000
hs8 86000000 86999999 1.0000
hs8 124000000 124999999 1.0000
hs8 144000000 144999999 1.0000
hs8 145000000 145999999 1.0000
hs6 2000000 2999999 1.0000
hs6 7000000 7999999 1.0000
hs6 44000000 44999999 1.0000
hs6 46000000 46999999 1.0000
hs6 71000000 71999999 2.0000
hs6 136000000 136999999 1.0000
hs6 137000000 137999999 1.0000
hs6 160000000 160999999 1.0000
hs6 167000000 167999999 1.0000
hs14 19000000 19999999 1.0000
hs14 20000000 20999999 1.0000
hs14 21000000 21999999 2.0000
hs14 22000000 22999999 1.0000
hs14 23000000 23999999 3.0000
hs14 24000000 24999999 1.0000
hs14 25000000 25999999 1.0000
hs14 26000000 26999999 1.0000
hs14 27000000 27999999 1.0000
hs14 28000000 28999999 1.0000
hs14 29000000 29999999 1.0000
hs14 30000000 30999999 1.0000
hs14 31000000 31999999 1.0000
hs14 32000000 32999999 1.0000
hs14 33000000 33999999 1.0000
hs14 34000000 34999999 1.0000
hs14 35000000 35999999 1.0000
hs14 36000000 36999999 1.0000
hs14 37000000 37999999 1.0000
hs14 38000000 38999999 1.0000
hs14 39000000 39999999 1.0000
hs14 40000000 40999999 2.0000
hs14 41000000 41999999 1.0000
hs14 42000000 42999999 1.0000
hs14 43000000 43999999 1.0000
hs14 44000000 44999999 1.0000
hs14 45000000 45999999 1.0000
hs14 46000000 46999999 1.0000
hs14 47000000 47999999 1.0000
hs14 48000000 48999999 1.0000
hs14 49000000 49999999 2.0000
hs14 50000000 50999999 1.0000
hs14 51000000 51999999 1.0000
hs14 52000000 52999999 1.0000
hs14 53000000 53999999 1.0000
hs14 54000000 54999999 1.0000
hs14 55000000 55999999 1.0000
hs14 56000000 56999999 1.0000
hs14 57000000 57999999 1.0000
hs14 58000000 58999999 1.0000
hs14 59000000 59999999 1.0000
hs14 60000000 60999999 1.0000
hs14 61000000 61999999 1.0000
hs14 62000000 62999999 1.0000
hs14 63000000 63999999 1.0000
hs14 64000000 64999999 1.0000
hs14 65000000 65999999 1.0000
hs14 66000000 66999999 1.0000
hs14 67000000 67999999 1.0000
hs14 68000000 68999999 1.0000
hs14 69000000 69999999 1.0000
hs14 70000000 70999999 1.0000
hs14 71000000 71999999 1.0000
hs14 72000000 72999999 1.0000
hs14 73000000 73999999 1.0000
hs14 75000000 75999999 1.0000
hs14 79000000 79999999 1.0000
hs14 85000000 85999999 1.0000
hs14 95000000 95999999 1.0000
hs14 101000000 101999999 1.0000
hs17 0 999999 1.0000
hs17 4000000 4999999 2.0000
hs17 6000000 6999999 1.0000
hs17 7000000 7999999 1.0000
hs17 8000000 8999999 2.0000
hs17 9000000 9999999 2.0000
hs17 11000000 11999999 1.0000
hs17 36000000 36999999 1.0000
hs17 43000000 43999999 1.0000
hs17 44000000 44999999 2.0000
hs17 53000000 53999999 1.0000
hs17 54000000 54999999 1.0000
hs17 56000000 56999999 2.0000
hs17 58000000 58999999 1.0000
hs21 31000000 31999999 1.0000
hs21 32000000 32999999 1.0000
hs21 44000000 44999999 1.0000
